Date,Price,Open,High,Low,Vol.,Change %
18/9/2024,"2,372.02","2,339.53","2,372.02","2,279.09",292.33K,1.29%
17/9/2024,"2,341.77","2,294.77","2,392.39","2,264.55",274.21K,2.01%
16/9/2024,"2,295.67","2,314.15","2,334.19","2,254.43",330.59K,-0.92%
15/9/2024,"2,317.10","2,418.19","2,428.61","2,295.26",174.22K,-4.15%
14/9/2024,"2,417.54","2,438.65","2,440.35","2,384.43",123.16K,-0.89%
13/9/2024,"2,439.20","2,361.73","2,459.28","2,337.80",253.89K,3.28%
12/9/2024,"2,361.76","2,339.90","2,387.39","2,316.36",202.64K,0.92%
11/9/2024,"2,340.20","2,388.40","2,388.40","2,278.77",282.93K,-1.99%
10/9/2024,"2,387.79","2,358.59","2,396.91","2,324.00",224.39K,1.19%
9/9/2024,"2,359.63","2,297.00","2,377.63","2,274.40",321.72K,2.76%
8/9/2024,"2,296.15","2,273.71","2,332.33","2,243.26",192.68K,0.99%
7/9/2024,"2,273.58","2,225.95","2,310.54","2,222.80",219.45K,2.15%
6/9/2024,"2,225.63","2,368.80","2,407.29","2,151.55",642.98K,-6.06%
5/9/2024,"2,369.14","2,451.43","2,465.65","2,351.60",278.59K,-3.33%
4/9/2024,"2,450.71","2,426.60","2,488.75","2,318.34",384.20K,1.14%
3/9/2024,"2,423.11","2,538.33","2,551.76","2,419.75",224.61K,-4.53%
2/9/2024,"2,538.15","2,427.14","2,560.51","2,425.62",262.63K,4.56%
1/9/2024,"2,427.40","2,513.01","2,515.79","2,403.65",223.11K,-3.43%
31/8/2024,"2,513.60","2,526.39","2,532.96","2,493.87",97.91K,-0.47%
30/8/2024,"2,525.48","2,526.20","2,540.80","2,437.08",338.41K,-0.13%
29/8/2024,"2,528.71","2,528.87","2,594.59","2,509.60",236.98K,0.04%
28/8/2024,"2,527.60","2,456.11","2,553.00","2,421.62",451.36K,2.84%
27/8/2024,"2,457.88","2,680.21","2,699.73","2,395.19",412.60K,-8.29%
26/8/2024,"2,680.16","2,746.12","2,761.65","2,668.68",211.92K,-2.48%
25/8/2024,"2,748.28","2,767.87","2,792.09","2,734.80",154.39K,-0.74%
24/8/2024,"2,768.89","2,762.80","2,818.20","2,735.85",263.50K,0.21%
23/8/2024,"2,762.97","2,623.75","2,794.80","2,622.01",401.67K,5.34%
22/8/2024,"2,622.89","2,631.40","2,644.17","2,587.38",199.06K,-0.30%
21/8/2024,"2,630.70","2,573.87","2,658.99","2,541.79",245.31K,2.26%
20/8/2024,"2,572.45","2,638.39","2,692.61","2,557.87",281.33K,-2.45%
19/8/2024,"2,637.09","2,611.22","2,647.60","2,565.15",224.90K,0.96%
18/8/2024,"2,612.07","2,614.53","2,682.00","2,596.78",174.01K,-0.09%
17/8/2024,"2,614.32","2,592.68","2,626.61","2,588.30",89.36K,0.85%
16/8/2024,"2,592.40","2,569.90","2,627.41","2,552.90",270.83K,0.90%
15/8/2024,"2,569.39","2,662.40","2,675.15","2,525.11",356.40K,-3.52%
14/8/2024,"2,663.00","2,702.86","2,761.71","2,635.90",338.82K,-1.46%
13/8/2024,"2,702.44","2,720.19","2,737.49","2,612.80",325.67K,-0.74%
12/8/2024,"2,722.60","2,555.00","2,747.27","2,518.40",483.39K,6.62%
11/8/2024,"2,553.49","2,609.92","2,713.55","2,546.00",297.10K,-2.18%
10/8/2024,"2,610.29","2,598.78","2,640.29","2,579.83",170.99K,0.44%
9/8/2024,"2,598.85","2,682.13","2,703.76","2,556.88",407.52K,-3.17%
8/8/2024,"2,683.80","2,338.48","2,716.33","2,322.95",585.85K,14.56%
7/8/2024,"2,342.80","2,461.87","2,550.38","2,311.81",630.10K,-4.84%
6/8/2024,"2,461.86","2,419.42","2,548.20","2,419.42",642.24K,1.91%
5/8/2024,"2,415.80","2,692.25","2,696.88","2,166.41",2.67M,-10.14%
4/8/2024,"2,688.48","2,902.91","2,931.21","2,638.92",511.99K,-7.44%
3/8/2024,"2,904.64","2,985.65","3,017.52","2,863.50",344.34K,-2.87%
2/8/2024,"2,990.32","3,203.31","3,217.30","2,967.31",385.83K,-6.70%
1/8/2024,"3,204.97","3,232.03","3,242.01","3,082.02",323.23K,-0.83%
31/7/2024,"3,231.71","3,279.54","3,348.60","3,216.40",233.69K,-1.44%
30/7/2024,"3,278.89","3,320.20","3,366.00","3,237.57",197.29K,-1.18%
29/7/2024,"3,318.13","3,270.94","3,396.64","3,260.59",318.46K,1.47%
28/7/2024,"3,270.16","3,248.80","3,282.49","3,201.61",103.53K,0.72%
27/7/2024,"3,246.82","3,274.63","3,326.80","3,199.83",231.98K,-0.86%
26/7/2024,"3,275.06","3,174.90","3,285.71","3,173.00",260.24K,3.14%
25/7/2024,"3,175.47","3,336.08","3,342.00","3,088.93",494.29K,-4.79%
24/7/2024,"3,335.11","3,482.51","3,487.00","3,311.63",275.47K,-4.23%
23/7/2024,"3,482.51","3,439.52","3,537.86","3,396.68",500.60K,1.24%
22/7/2024,"3,439.99","3,536.40","3,559.60","3,424.79",207.82K,-2.70%
21/7/2024,"3,535.49","3,518.99","3,544.64","3,415.67",218.98K,0.53%
20/7/2024,"3,517.01","3,505.29","3,538.21","3,480.00",147.41K,0.36%
19/7/2024,"3,504.45","3,425.62","3,539.40","3,377.86",299.51K,2.29%
18/7/2024,"3,425.89","3,389.78","3,489.45","3,374.60",241.99K,1.12%
17/7/2024,"3,387.80","3,444.96","3,514.60","3,378.58",297.82K,-1.60%
16/7/2024,"3,442.95","3,483.39","3,494.49","3,347.78",376.17K,-1.20%
15/7/2024,"3,484.73","3,245.99","3,490.81","3,233.69",314.20K,7.44%
14/7/2024,"3,243.40","3,176.40","3,265.73","3,165.30",165.29K,2.15%
13/7/2024,"3,174.99","3,134.08","3,200.00","3,113.38",119.26K,1.33%
12/7/2024,"3,133.22","3,101.41","3,157.41","3,048.54",185.75K,1.08%
11/7/2024,"3,099.80","3,099.60","3,214.00","3,057.59",289.23K,-0.04%
10/7/2024,"3,101.11","3,066.17","3,149.76","3,026.33",270.83K,1.18%
9/7/2024,"3,064.94","3,017.01","3,108.71","3,004.55",280.36K,1.50%
8/7/2024,"3,019.60","2,932.16","3,083.99","2,825.98",500.48K,3.06%
7/7/2024,"2,930.08","3,067.60","3,072.19","2,923.28",179.83K,-4.52%
6/7/2024,"3,068.81","2,980.82","3,080.08","2,955.53",214.47K,2.94%
5/7/2024,"2,981.23","3,057.30","3,108.73","2,822.15",887.16K,-2.50%
4/7/2024,"3,057.66","3,299.40","3,313.21","3,051.85",450.24K,-7.20%
3/7/2024,"3,295.01","3,421.70","3,432.09","3,256.63",310.43K,-3.70%
2/7/2024,"3,421.70","3,443.16","3,463.92","3,403.01",137.80K,-0.61%
1/7/2024,"3,442.69","3,439.79","3,522.02","3,426.67",224.26K,0.14%
30/6/2024,"3,437.81","3,378.33","3,459.10","3,356.73",141.20K,1.75%
29/6/2024,"3,378.59","3,382.14","3,408.32","3,374.80",88.32K,-0.05%
28/6/2024,"3,380.14","3,450.09","3,487.03","3,369.68",221.63K,-2.04%
27/6/2024,"3,450.44","3,372.00","3,472.60","3,364.00",201.09K,2.37%
26/6/2024,"3,370.61","3,394.90","3,424.69","3,328.48",206.90K,-0.72%
25/6/2024,"3,395.00","3,351.31","3,425.01","3,337.16",240.15K,1.28%
24/6/2024,"3,352.21","3,418.98","3,433.21","3,245.99",543.32K,-2.00%
23/6/2024,"3,420.73","3,496.07","3,520.18","3,410.21",133.35K,-2.15%
22/6/2024,"3,495.85","3,519.48","3,520.79","3,476.00",115.79K,-0.63%
21/6/2024,"3,517.92","3,513.59","3,543.06","3,447.55",342.16K,0.14%
20/6/2024,"3,512.87","3,560.59","3,624.42","3,486.66",329.14K,-1.36%
19/6/2024,"3,561.32","3,485.07","3,585.77","3,466.80",321.51K,2.20%
18/6/2024,"3,484.60","3,512.40","3,515.81","3,373.00",449.90K,-0.77%
17/6/2024,"3,511.47","3,625.44","3,637.00","3,470.79",337.81K,-3.14%
16/6/2024,"3,625.14","3,568.00","3,650.01","3,541.47",149.82K,1.58%
15/6/2024,"3,568.75","3,483.82","3,592.87","3,474.30",246.64K,2.50%
14/6/2024,"3,481.79","3,469.20","3,530.93","3,368.18",322.32K,0.33%
13/6/2024,"3,470.20","3,560.07","3,561.20","3,433.00",300.24K,-2.52%
12/6/2024,"3,559.94","3,497.30","3,652.90","3,464.20",387.05K,1.77%
11/6/2024,"3,498.00","3,666.06","3,672.99","3,433.02",439.57K,-4.63%
10/6/2024,"3,667.86","3,705.86","3,711.90","3,650.39",156.34K,-1.04%
9/6/2024,"3,706.32","3,681.31","3,718.96","3,668.45",103.45K,0.67%
8/6/2024,"3,681.57","3,677.01","3,709.41","3,670.29",140.58K,0.09%
7/6/2024,"3,678.31","3,812.70","3,840.90","3,607.76",362.22K,-3.53%
6/6/2024,"3,812.93","3,866.41","3,878.44","3,765.31",237.53K,-1.35%
5/6/2024,"3,865.15","3,811.99","3,885.19","3,778.06",273.70K,1.44%
4/6/2024,"3,810.24","3,765.86","3,831.38","3,743.13",232.06K,1.15%
3/6/2024,"3,767.07","3,780.92","3,849.56","3,759.01",248.90K,-0.40%
2/6/2024,"3,782.10","3,816.67","3,838.40","3,753.56",210.25K,-0.89%
1/6/2024,"3,815.93","3,765.83","3,832.37","3,753.29",132.67K,1.42%
31/5/2024,"3,762.59","3,748.31","3,845.00","3,724.51",273.40K,0.39%
30/5/2024,"3,747.91","3,767.15","3,824.91","3,703.70",277.03K,-0.58%
29/5/2024,"3,769.65","3,847.76","3,886.39","3,745.70",334.76K,-1.97%
28/5/2024,"3,845.56","3,894.21","3,929.20","3,775.00",416.24K,-1.25%
27/5/2024,"3,894.21","3,826.84","3,975.99","3,824.23",363.80K,1.79%
26/5/2024,"3,825.90","3,749.15","3,881.59","3,733.80",291.93K,2.04%
25/5/2024,"3,749.26","3,728.90","3,776.60","3,709.61",158.71K,0.56%
24/5/2024,"3,728.27","3,780.71","3,829.20","3,635.24",479.42K,-1.51%
23/5/2024,"3,785.60","3,744.17","3,941.40","3,645.94",1.13M,1.24%
22/5/2024,"3,739.09","3,789.99","3,810.52","3,654.56",575.16K,-1.36%
21/5/2024,"3,790.49","3,671.75","3,832.99","3,630.79",952.23K,3.53%
20/5/2024,"3,661.15","3,071.09","3,679.31","3,048.29",847.07K,19.18%
19/5/2024,"3,072.06","3,125.06","3,135.98","3,058.30",165.67K,-1.63%
18/5/2024,"3,122.86","3,087.66","3,145.53","3,084.69",200.01K,1.00%
17/5/2024,"3,092.01","2,944.68","3,116.53","2,933.34",357.72K,4.99%
16/5/2024,"2,944.95","3,032.56","3,040.59","2,924.15",294.01K,-2.96%
15/5/2024,"3,034.71","2,883.59","3,041.10","2,864.41",350.18K,5.30%
14/5/2024,"2,881.94","2,950.60","2,958.88","2,866.01",269.68K,-2.34%
13/5/2024,"2,951.04","2,931.39","2,993.14","2,864.98",368.66K,0.74%
12/5/2024,"2,929.29","2,911.66","2,953.85","2,903.15",107.67K,0.58%
11/5/2024,"2,912.45","2,909.81","2,943.25","2,889.45",138.19K,0.09%
10/5/2024,"2,909.81","3,037.21","3,052.88","2,882.69",327.84K,-4.16%
9/5/2024,"3,036.24","2,975.73","3,057.01","2,953.13",238.56K,2.07%
8/5/2024,"2,974.81","3,004.35","3,036.70","2,941.75",266.94K,-1.05%
7/5/2024,"3,006.38","3,063.26","3,128.24","3,004.00",298.80K,-1.81%
6/5/2024,"3,061.76","3,136.64","3,219.97","3,048.60",355.13K,-2.38%
5/5/2024,"3,136.30","3,117.12","3,170.61","3,074.45",218.78K,0.61%
4/5/2024,"3,117.21","3,102.98","3,166.10","3,095.38",196.27K,0.49%
3/5/2024,"3,102.14","2,986.59","3,125.61","2,958.96",355.93K,3.85%
2/5/2024,"2,987.02","2,974.37","3,014.49","2,896.96",365.92K,0.47%
1/5/2024,"2,973.10","3,015.52","3,023.04","2,818.96",624.90K,-1.37%
30/4/2024,"3,014.35","3,216.80","3,250.41","2,927.97",561.72K,-6.28%
29/4/2024,"3,216.25","3,263.61","3,286.73","3,119.53",421.86K,-1.39%
28/4/2024,"3,261.64","3,258.60","3,347.40","3,250.61",304.75K,0.19%
27/4/2024,"3,255.55","3,131.39","3,282.99","3,073.92",323.81K,3.98%
26/4/2024,"3,130.86","3,157.93","3,165.84","3,104.75",252.54K,-0.79%
25/4/2024,"3,155.80","3,140.40","3,189.02","3,078.60",352.28K,0.47%
24/4/2024,"3,141.01","3,218.80","3,292.33","3,112.07",393.27K,-2.46%
23/4/2024,"3,220.10","3,198.09","3,262.50","3,153.79",253.99K,0.62%
22/4/2024,"3,200.20","3,146.95","3,233.81","3,130.19",290.88K,1.66%
21/4/2024,"3,147.81","3,156.13","3,195.40","3,116.79",219.97K,-0.28%
20/4/2024,"3,156.64","3,056.30","3,168.88","3,020.78",242.56K,3.28%
19/4/2024,"3,056.46","3,062.19","3,122.38","2,872.01",607.89K,-0.26%
18/4/2024,"3,064.43","2,985.71","3,089.60","2,955.25",389.02K,2.63%
17/4/2024,"2,985.80","3,084.00","3,123.75","2,917.57",491.77K,-3.17%
16/4/2024,"3,083.39","3,098.14","3,124.97","2,998.02",526.13K,-0.56%
15/4/2024,"3,100.80","3,144.77","3,272.89","3,030.63",605.44K,-1.64%
14/4/2024,"3,152.35","3,005.75","3,168.41","2,914.00",739.18K,4.94%
13/4/2024,"3,004.06","3,237.14","3,296.56","2,862.97",993.70K,-7.28%
12/4/2024,"3,240.01","3,501.41","3,551.21","3,151.00",697.17K,-7.49%
11/4/2024,"3,502.52","3,543.27","3,615.15","3,479.21",338.15K,-1.20%
10/4/2024,"3,545.11","3,502.53","3,560.00","3,419.11",389.46K,1.09%
9/4/2024,"3,507.03","3,695.39","3,723.80","3,459.95",457.55K,-5.09%
8/4/2024,"3,694.93","3,457.27","3,727.81","3,409.59",496.78K,6.97%
7/4/2024,"3,454.19","3,351.76","3,459.46","3,344.90",210.54K,3.05%
6/4/2024,"3,352.00","3,318.61","3,394.80","3,307.21",183.16K,1.03%
5/4/2024,"3,317.86","3,325.95","3,344.20","3,212.88",344.56K,-0.29%
4/4/2024,"3,327.40","3,310.84","3,435.39","3,254.39",356.33K,0.51%
3/4/2024,"3,310.63","3,278.01","3,366.80","3,203.14",410.54K,1.00%
2/4/2024,"3,278.00","3,504.41","3,505.40","3,216.53",623.21K,-6.42%
1/4/2024,"3,502.80","3,643.43","3,645.00","3,421.99",409.07K,-3.96%
31/3/2024,"3,647.07","3,505.38","3,652.88","3,505.09",243.27K,4.00%
30/3/2024,"3,506.80","3,511.54","3,564.01","3,487.64",215.98K,-0.08%
29/3/2024,"3,509.73","3,560.61","3,583.15","3,475.00",323.11K,-1.40%
28/3/2024,"3,559.40","3,500.51","3,609.71","3,470.60",404.65K,1.69%
27/3/2024,"3,500.41","3,587.95","3,661.83","3,462.43",443.21K,-2.43%
26/3/2024,"3,587.49","3,592.52","3,677.31","3,544.39",499.00K,-0.09%
25/3/2024,"3,590.81","3,456.73","3,651.20","3,421.07",548.58K,3.92%
24/3/2024,"3,455.34","3,328.55","3,469.60","3,300.71",260.94K,3.67%
23/3/2024,"3,332.90","3,333.48","3,430.00","3,275.81",323.87K,-0.04%
22/3/2024,"3,334.13","3,497.49","3,541.59","3,254.49",558.72K,-4.54%
21/3/2024,"3,492.84","3,517.79","3,582.90","3,413.53",602.75K,-0.62%
20/3/2024,"3,514.66","3,156.74","3,531.19","3,063.51",1.21M,11.05%
19/3/2024,"3,165.05","3,518.66","3,546.25","3,151.22",1.05M,-10.09%
18/3/2024,"3,520.33","3,640.38","3,641.65","3,454.80",570.90K,-3.41%
17/3/2024,"3,644.70","3,533.44","3,678.10","3,421.54",517.79K,3.43%
16/3/2024,"3,523.70","3,742.55","3,778.62","3,476.98",548.29K,-5.81%
15/3/2024,"3,741.19","3,885.84","3,931.39","3,591.16",947.59K,-3.62%
14/3/2024,"3,881.70","4,005.79","4,009.95","3,729.43",648.24K,-3.06%
13/3/2024,"4,004.35","3,982.49","4,078.63","3,936.02",482.29K,0.61%
12/3/2024,"3,979.94","4,065.39","4,091.67","3,844.53",632.80K,-2.10%
11/3/2024,"4,065.25","3,878.39","4,082.00","3,755.60",721.50K,4.82%
10/3/2024,"3,878.46","3,908.91","3,962.01","3,793.70",356.81K,-0.68%
9/3/2024,"3,905.21","3,883.87","3,941.53","3,872.94",254.82K,0.56%
8/3/2024,"3,883.29","3,868.88","3,991.96","3,825.15",646.43K,0.35%
7/3/2024,"3,869.87","3,820.12","3,933.05","3,736.25",541.01K,1.45%
6/3/2024,"3,814.40","3,557.20","3,899.99","3,503.46",969.69K,7.27%
5/3/2024,"3,555.91","3,626.55","3,820.49","3,235.32",1.39M,-1.95%
4/3/2024,"3,626.60","3,487.97","3,638.59","3,445.56",715.33K,3.95%
3/3/2024,"3,488.68","3,420.54","3,491.57","3,364.37",341.60K,1.99%
2/3/2024,"3,420.67","3,433.89","3,460.03","3,395.03",284.06K,-0.37%
1/3/2024,"3,433.54","3,342.62","3,449.64","3,339.80",412.77K,2.82%
29/2/2024,"3,339.21","3,383.20","3,520.87","3,300.32",759.82K,-1.30%
28/2/2024,"3,383.06","3,242.54","3,482.96","3,183.07",947.43K,4.34%
27/2/2024,"3,242.22","3,177.19","3,285.72","3,166.00",625.92K,2.08%
26/2/2024,"3,176.05","3,114.35","3,194.20","3,038.08",546.75K,2.04%
25/2/2024,"3,112.60","2,992.66","3,117.97","2,984.24",412.28K,4.02%
24/2/2024,"2,992.27","2,923.79","3,006.00","2,907.22",243.86K,2.40%
23/2/2024,"2,922.24","2,971.99","2,992.83","2,906.41",428.92K,-1.69%
22/2/2024,"2,972.55","2,968.58","3,031.85","2,907.22",563.65K,0.04%
21/2/2024,"2,971.31","3,015.73","3,016.96","2,871.94",595.82K,-1.47%
20/2/2024,"3,015.58","2,944.98","3,030.91","2,880.02",634.88K,2.40%
19/2/2024,"2,944.99","2,882.01","2,983.95","2,859.99",446.28K,2.25%
18/2/2024,"2,880.29","2,786.42","2,892.81","2,765.95",367.94K,3.39%
17/2/2024,"2,785.92","2,802.41","2,804.20","2,721.19",243.30K,-0.57%
16/2/2024,"2,801.80","2,823.25","2,857.01","2,759.59",378.10K,-0.74%
15/2/2024,"2,822.59","2,774.51","2,864.68","2,760.99",481.80K,1.71%
14/2/2024,"2,775.12","2,640.00","2,785.50","2,619.76",461.61K,5.12%
13/2/2024,"2,640.02","2,661.81","2,686.12","2,597.06",502.63K,-0.67%
12/2/2024,"2,657.80","2,507.30","2,663.57","2,473.52",449.27K,6.03%
11/2/2024,"2,506.63","2,500.35","2,537.77","2,493.76",219.97K,0.26%
10/2/2024,"2,500.23","2,488.13","2,515.90","2,472.91",185.11K,0.57%
9/2/2024,"2,486.15","2,420.81","2,522.91","2,419.16",492.37K,2.75%
8/2/2024,"2,419.56","2,425.67","2,461.00","2,411.97",338.17K,-0.21%
7/2/2024,"2,424.66","2,372.66","2,443.71","2,354.44",342.80K,2.19%
6/2/2024,"2,372.64","2,301.84","2,390.54","2,299.24",368.91K,3.08%
5/2/2024,"2,301.84","2,289.27","2,336.63","2,271.32",236.63K,0.53%
4/2/2024,"2,289.78","2,296.08","2,310.39","2,271.99",171.21K,-0.29%
3/2/2024,"2,296.50","2,309.33","2,329.51","2,293.07",133.28K,-0.55%
2/2/2024,"2,309.31","2,304.56","2,324.58","2,282.89",238.25K,0.22%
1/2/2024,"2,304.28","2,283.95","2,311.36","2,240.60",310.98K,0.93%
31/1/2024,"2,283.14","2,342.82","2,350.77","2,266.83",397.13K,-2.56%
30/1/2024,"2,343.10","2,317.60","2,389.17","2,298.86",372.97K,1.09%
29/1/2024,"2,317.81","2,255.22","2,320.96","2,237.67",305.41K,2.70%
28/1/2024,"2,256.91","2,267.30","2,306.41","2,240.09",209.33K,-0.49%
27/1/2024,"2,267.92","2,267.82","2,282.15","2,252.32",145.14K,0.02%
26/1/2024,"2,267.57","2,218.05","2,280.80","2,195.85",363.55K,2.25%
25/1/2024,"2,217.66","2,234.10","2,242.87","2,173.83",330.45K,-0.76%
24/1/2024,"2,234.61","2,240.68","2,264.59","2,198.93",359.97K,-0.40%
23/1/2024,"2,243.64","2,314.11","2,351.10","2,169.59",700.02K,-3.02%
22/1/2024,"2,313.60","2,458.11","2,465.94","2,304.00",526.35K,-5.84%
21/1/2024,"2,457.06","2,472.01","2,481.59","2,453.45",122.59K,-0.60%
20/1/2024,"2,472.01","2,491.63","2,491.63","2,455.00",136.60K,-0.79%
19/1/2024,"2,491.76","2,469.22","2,504.07","2,418.48",424.19K,0.89%
18/1/2024,"2,469.74","2,530.62","2,548.80","2,430.94",452.12K,-2.43%
17/1/2024,"2,531.28","2,588.49","2,592.88","2,510.00",366.32K,-2.22%
16/1/2024,"2,588.69","2,512.00","2,613.70","2,501.02",381.04K,3.06%
15/1/2024,"2,511.91","2,474.53","2,553.25","2,472.72",315.38K,1.53%
14/1/2024,"2,473.98","2,577.44","2,578.32","2,470.21",306.01K,-4.05%
13/1/2024,"2,578.39","2,522.83","2,589.99","2,498.42",422.13K,2.15%
12/1/2024,"2,524.03","2,620.13","2,712.82","2,463.16",887.37K,-3.59%
11/1/2024,"2,618.02","2,585.32","2,688.39","2,567.57",838.73K,1.40%
10/1/2024,"2,581.78","2,344.82","2,629.63","2,342.28",1.04M,10.13%
9/1/2024,"2,344.32","2,331.54","2,369.60","2,228.58",551.45K,0.57%
8/1/2024,"2,330.98","2,221.00","2,357.13","2,167.39",539.39K,4.93%
7/1/2024,"2,221.38","2,240.69","2,254.67","2,209.42",207.12K,-0.85%
6/1/2024,"2,240.46","2,268.80","2,269.64","2,217.00",194.11K,-1.22%
5/1/2024,"2,268.11","2,267.99","2,275.22","2,207.36",405.68K,0.04%
4/1/2024,"2,267.23","2,208.40","2,293.20","2,202.96",448.73K,2.62%
3/1/2024,"2,209.41","2,355.70","2,383.86","2,122.71",798.71K,-6.19%
2/1/2024,"2,355.24","2,348.09","2,430.51","2,347.59",458.04K,0.14%
1/1/2024,"2,352.04","2,281.79","2,352.04","2,266.71",216.70K,3.08%
31/12/2023,"2,281.87","2,291.03","2,320.88","2,264.79",222.18K,-0.43%
30/12/2023,"2,291.68","2,297.84","2,322.74","2,269.24",210.55K,-0.33%
29/12/2023,"2,299.19","2,344.21","2,385.23","2,265.65",450.20K,-1.93%
28/12/2023,"2,344.38","2,379.33","2,443.56","2,338.40",580.50K,-1.44%
27/12/2023,"2,378.63","2,232.09","2,391.49","2,213.73",541.53K,6.63%
26/12/2023,"2,230.72","2,271.34","2,274.71","2,184.74",410.36K,-1.79%
25/12/2023,"2,271.36","2,262.98","2,303.26","2,253.22",286.29K,0.35%
24/12/2023,"2,263.54","2,309.95","2,325.17","2,247.69",307.97K,-1.95%
23/12/2023,"2,308.58","2,325.79","2,330.00","2,267.33",255.62K,-0.67%
22/12/2023,"2,324.16","2,240.01","2,341.50","2,232.81",591.31K,3.78%
21/12/2023,"2,239.61","2,201.71","2,277.70","2,183.30",453.16K,1.70%
20/12/2023,"2,202.17","2,178.15","2,263.12","2,161.70",416.84K,1.14%
19/12/2023,"2,177.40","2,218.95","2,254.71","2,137.85",383.69K,-1.87%
18/12/2023,"2,218.81","2,197.75","2,223.29","2,123.09",365.00K,0.99%
17/12/2023,"2,197.01","2,228.84","2,247.82","2,196.01",224.96K,-1.44%
16/12/2023,"2,229.03","2,222.18","2,262.66","2,212.78",199.29K,0.39%
15/12/2023,"2,220.40","2,315.20","2,317.35","2,213.17",333.57K,-4.10%
14/12/2023,"2,315.31","2,261.96","2,331.61","2,237.04",409.52K,2.44%
13/12/2023,"2,260.15","2,204.09","2,283.90","2,148.74",418.94K,2.57%
12/12/2023,"2,203.47","2,224.46","2,243.31","2,168.17",361.62K,-0.98%
11/12/2023,"2,225.31","2,351.73","2,354.99","2,164.26",640.37K,-5.40%
10/12/2023,"2,352.22","2,340.83","2,376.56","2,324.13",200.04K,0.50%
9/12/2023,"2,340.51","2,359.07","2,401.31","2,332.35",287.81K,-0.76%
8/12/2023,"2,358.41","2,357.49","2,389.45","2,340.81",378.59K,0.11%
7/12/2023,"2,355.74","2,232.92","2,381.72","2,224.38",485.19K,5.48%
6/12/2023,"2,233.40","2,294.20","2,310.19","2,223.19",408.46K,-2.61%
5/12/2023,"2,293.32","2,243.37","2,302.46","2,191.02",529.83K,2.22%
4/12/2023,"2,243.62","2,193.58","2,272.47","2,191.42",565.29K,2.32%
3/12/2023,"2,192.83","2,165.90","2,215.63","2,150.64",257.85K,1.29%
2/12/2023,"2,164.81","2,087.78","2,179.73","2,086.25",320.98K,3.72%
1/12/2023,"2,087.23","2,053.20","2,109.42","2,045.40",372.88K,1.74%
30/11/2023,"2,051.57","2,028.29","2,054.33","2,021.44",243.66K,1.11%
29/11/2023,"2,028.98","2,048.12","2,071.50","2,020.28",254.93K,-0.96%
28/11/2023,"2,048.66","2,027.70","2,074.99","1,996.11",283.69K,1.05%
27/11/2023,"2,027.43","2,061.92","2,071.16","1,987.41",326.11K,-1.69%
26/11/2023,"2,062.33","2,082.42","2,093.99","2,038.21",241.26K,-1.00%
25/11/2023,"2,083.09","2,080.98","2,090.27","2,065.52",138.85K,0.11%
24/11/2023,"2,080.83","2,062.20","2,130.03","2,059.38",426.94K,0.91%
23/11/2023,"2,062.10","2,063.49","2,088.45","2,040.87",251.11K,-0.06%
22/11/2023,"2,063.28","1,930.55","2,090.09","1,930.55",466.37K,6.65%
21/11/2023,"1,934.61","2,021.06","2,034.51","1,932.21",489.92K,-4.30%
20/11/2023,"2,021.48","2,012.79","2,064.00","1,994.88",421.81K,0.52%
19/11/2023,"2,010.99","1,962.21","2,014.92","1,943.59",251.19K,2.51%
18/11/2023,"1,961.68","1,960.82","1,971.03","1,920.10",279.32K,0.05%
17/11/2023,"1,960.78","1,961.41","1,990.23","1,908.28",401.14K,-0.05%
16/11/2023,"1,961.77","2,058.50","2,089.40","1,940.32",545.34K,-4.72%
15/11/2023,"2,058.96","1,980.00","2,060.93","1,967.94",421.86K,4.02%
14/11/2023,"1,979.40","2,055.67","2,064.53","1,943.24",481.92K,-3.64%
13/11/2023,"2,054.15","2,045.17","2,114.90","2,030.77",529.07K,0.46%
12/11/2023,"2,044.68","2,052.38","2,065.61","2,021.06",281.91K,-0.43%
11/11/2023,"2,053.45","2,077.73","2,089.29","2,033.65",370.97K,-1.17%
10/11/2023,"2,077.82","2,120.98","2,135.99","2,068.89",556.90K,-1.99%
9/11/2023,"2,120.11","1,888.42","2,131.35","1,882.91",1.10M,12.21%
8/11/2023,"1,889.35","1,885.28","1,903.63","1,873.38",247.64K,0.18%
7/11/2023,"1,885.92","1,901.47","1,906.46","1,852.01",332.51K,-0.79%
6/11/2023,"1,901.01","1,891.69","1,913.13","1,869.94",328.71K,0.46%
5/11/2023,"1,892.29","1,856.11","1,911.00","1,846.53",383.08K,1.97%
4/11/2023,"1,855.67","1,832.69","1,868.33","1,824.37",171.54K,1.28%
3/11/2023,"1,832.26","1,801.06","1,834.12","1,779.81",314.98K,1.78%
2/11/2023,"1,800.25","1,847.77","1,873.00","1,789.05",368.74K,-2.51%
1/11/2023,"1,846.57","1,814.89","1,856.96","1,783.91",471.93K,1.73%
31/10/2023,"1,815.10","1,808.98","1,819.41","1,783.32",258.07K,0.34%
30/10/2023,"1,809.03","1,795.66","1,829.44","1,778.58",277.78K,0.78%
29/10/2023,"1,794.94","1,776.21","1,809.93","1,764.16",144.11K,1.06%
28/10/2023,"1,776.20","1,779.40","1,801.04","1,772.05",122.94K,-0.19%
27/10/2023,"1,779.51","1,802.48","1,803.63","1,751.82",274.56K,-1.32%
26/10/2023,"1,803.38","1,787.10","1,864.80","1,764.42",431.17K,0.92%
